case_uuid,violation_uuid,state_name,citation_sequence,employer_name,employer_dba_name,employer_city,violation_category,case_status,date_opened,date_paid,date_closed,amount_claimed,amount_assessed,amount_paid
d61740e0-cce8-4f9f-a8f9-15dbeb186eb4,ea2e612a-c5f3-4e36-bb74-b91666870c54,Massachusetts,1,"FF General Services, Inc.",,Waltham,unpaid_wages,,2016-12-15,,,,3680.0,3680.0
ffd124ab-9494-4449-a3bb-9b371a0fb674,3c19c713-6018-48e9-a888-3e4ee0ca3823,Massachusetts,1,"FF General Services, Inc.",,Waltham,overtime,,2016-12-15,,,,855.0,855.0
60ec7fe3-ac3b-43d7-b4b7-7f431c97878c,db981302-77c1-4e42-a7b4-7ee40af943b4,Massachusetts,1,"Lazco Contracting, Inc.",,Woburn,overtime,,2016-12-16,,,,1687.5,1687.5
10aad40d-ea60-435e-9d35-64d956061cae,a2636f0f-a63d-4329-8a04-e129f3d571f7,Massachusetts,1,ABC Home & Healthcare Professionals,,Wakefield,unpaid_wages,,2016-12-20,,,,8750.0,8750.0
74cd24b1-b0ba-4c3a-af78-9f2c87f2d4e5,ee916973-268d-450a-a640-241b0a068d90,Massachusetts,1,"D's Grill 58, LLC d/b/a Grill 58",,Halifax,unpaid_wages,,2016-12-20,,,,250.0,250.0
b8480263-ccd8-4960-a18a-8a7991b17862,fa459a03-1595-4bdd-89e7-6aec954580c3,Massachusetts,1,"M.R.S. Specialty Services, Inc.",,Hudson,minimum_wage,,2016-12-20,,,,782.96,782.96
2dd01b34-464b-41af-8fa8-a1760178b648,7d4baf13-16fb-43e1-99af-1cdc63cbda9e,Massachusetts,1,Clothes Cart Express,,"Sharon, MA",unpaid_wages,,2016-12-20,,,,344.61,344.61
7c2bffae-b59a-4908-9672-3471cbf02c51,bd11048f-3bd4-422a-acaa-7779193579fd,Massachusetts,1,Bill's Auto Clinic,,"Salem, MA",unpaid_wages,,2016-12-30,,,,445.0,445.0
1961cdae-e0c1-428d-bfda-517ee3c12635,17cdcea1-83ca-44fa-9001-444e060da98e,Massachusetts,1,Bill's Auto Clinic,,"Salem, MA",overtime,,2016-12-30,,,,4038.34,4038.34
a466a420-2b22-4d61-93c5-64bfc5a58cc8,c90f0b41-ee0c-4fb4-a5d4-9e5ec4a38ea5,Massachusetts,1,Comeketo Restaurant and Sandwich Shop,,Leominster,unpaid_wages,,2016-12-30,,,,500.0,500.0
eee19b3a-6289-40fd-a0b6-c0618eb6f88f,c8c28fda-48e7-4835-ac54-81817ac3e24a,Massachusetts,1,"Coliseum Companies, Inc. d/b/a/Bay State Linen",,Boston,unpaid_wages,,2017-01-04,,,,900000.0,900000.0
eee19b3a-6289-40fd-a0b6-c0618eb6f88f,9a92d002-297d-44de-86db-05474d1d168d,Massachusetts,2,"Coliseum Companies, Inc. d/b/a/Bay State Linen",,Boston,overtime,,2017-01-04,,,,900000.0,900000.0
eee19b3a-6289-40fd-a0b6-c0618eb6f88f,756953b7-8269-490e-87d7-2d66e039d377,Massachusetts,3,"Coliseum Companies, Inc. d/b/a/Bay State Linen",,Boston,minimum_wage,,2017-01-04,,,,900000.0,900000.0
aa15a451-f514-4234-98d3-4a443aff17f4,7f40c243-231c-4b05-a638-acb2da771ae4,Massachusetts,1,Northeast Diving Services,,Brewster,minimum_wage,,2017-01-09,,,,52577.72,52577.72
46724f8a-8141-4d2b-9a69-d170f26b064a,e8cf1ce8-11ff-4487-84a7-d9edb8ca8d60,Massachusetts,1,"Air Solutions & Balancing, LLC",,Auburn,minimum_wage,,2017-01-09,,,,69688.5,69688.5
e9336e30-1c11-4212-98b5-5bfe87a97c39,2e5e0f31-d4c1-419e-a3ef-08266ca9933a,Massachusetts,1,"M&M Contract Cleaning, Inc.",,Brockton,overtime,,2017-01-10,,,,662.5,662.5
75b7a321-bfe0-4e00-abc9-58307942142d,c7813be6-5fcf-4537-bd42-e6768e807747,Massachusetts,1,"M&M Contract Cleaning, Inc.",,Brockton,unpaid_wages,,2017-01-10,,,,1194.5,1194.5
21316d67-fb2e-47cc-b11e-a33b9f07e542,bb6d15ff-4c02-4fce-acfd-f41709ebbb9d,Massachusetts,1,Reliable Construction Company Corp,,Millis,unpaid_wages,,2017-01-10,,,,1410.5,1410.5
78938112-6f71-4056-a91c-d28b0c2c9849,64243f46-1d67-4b76-8022-f73819c7cdd3,Massachusetts,1,Reliable Construction Company Corp,,Millis,overtime,,2017-01-10,,,,876.25,876.25
a4abb4e1-f1f4-4fff-89a7-63aa6298007b,d273b2f0-3cc4-4840-add5-2ff177e8c39d,Massachusetts,1,"Kellermeyer Bergenson Services, LLC.",,Maumee,overtime,,2017-01-10,,,,2803.6,2803.6
912070c4-6c99-42a9-b694-5ea0dde3f39d,10bc2c76-6c50-4e58-8c0b-73b1cffcdba0,Massachusetts,1,"PB OPCO, LLC d/b/a Pure Barre",,Spartanburg,sick_time,,2017-01-11,,,,1000.0,1000.0
9f31aedb-952f-4563-a8ea-7ea2b24f721d,d488600f-6dc4-4333-a230-62c7f52fa3d9,Massachusetts,1,"Walsh General Ventures, LLC dba Performance Nutrition",,Seekonk,overtime,,2017-01-12,,,,24540.46,24540.46
4c775716-6a41-4ad8-a258-900f4a9bb494,f9bea2d0-024c-4cf3-9bc5-4dc25b507afe,Massachusetts,1,"Four Seasons Property Maintenance, LLC",,Hadley,overtime,,2017-01-17,,,,12746.63,12746.63
bb39c5ed-c579-4a5a-bb2c-c0391cc5bf61,961c83c5-9972-49bf-9a17-e6e82995f8a7,Massachusetts,1,"Four Seasons Property Maintenance, LLC",,Hadley,overtime,,2017-01-17,,,,11131.33,11131.33
eb693e3b-b107-406c-b57b-83cc9f8de45d,5419f4c4-0581-4289-ab9e-29df9c799872,Massachusetts,1,"MJ Environmental, Inc.",,Lawrence,minimum_wage,,2017-01-17,,,,205821.39,205821.39
bdacf8e8-1b0b-4f85-b5b8-fdd62fa99bf8,251154fe-6ffd-446e-8c9d-4901e11b05a2,Massachusetts,1,"MJ Environmental, Inc.",,Lawrence,minimum_wage,,2017-01-17,,,,41893.95,41893.95
0a439942-0de8-474e-9abe-65dab00882e6,21012d3f-c923-43b9-a649-f58aa5f5abba,Massachusetts,1,R and J General Construction Corp.,,Fall River,unpaid_wages,,2017-01-17,,,,500.0,500.0
936d861b-f5c2-417e-9593-c861a0407f9f,a925185b-612a-49b1-a767-4973ded8c840,Massachusetts,1,MK Environmental Inc. ,,Lowell,minimum_wage,,2017-01-25,,,,68683.83,68683.83
e030b483-6bfe-45af-a938-818498cb5d34,60b6774d-8954-4583-8b98-8331dc35b858,Massachusetts,1,"Assa Abloy Entrance Systems US, Inc",,Monroe,minimum_wage,,2017-01-25,,,,19408.03,19408.03
d5de9f72-5ec1-436c-98a9-9584b36be0b0,2ccee0ee-87d9-4485-8f5d-cf229c9a2090,Massachusetts,1,"Assa Abloy Entrance Systems US, Inc",,Monroe,unpaid_wages,,2017-01-25,,,,3500.0,3500.0
5254ded6-b820-434e-a171-f650d3fb2d90,a5faa28f-55c0-4933-8d8b-b2e08e010517,Massachusetts,1,Universal Drywall,,NH,unpaid_wages,,2017-01-26,,,,250000.0,250000.0
1354d5b3-c713-461e-9db9-8f1f87609bc2,bfc42ada-4982-493f-9264-430547d24d80,Massachusetts,1,"Sunset Partners, Inc",,Lexington,unpaid_wages,,2017-01-27,,,,10000.0,10000.0
060b1bf4-70f4-4904-87c8-833a39b211e1,a6dd2ab0-6b34-4bf0-ba48-e77f3e0a731a,Massachusetts,1,Bema Restaurant Corporation,,Lexington,unpaid_wages,,2017-01-27,,,,5000.0,5000.0
1093ab45-6ec2-449c-b3c3-5a6987681666,2855bd1b-5dc7-431a-b05b-5e4892008a33,Massachusetts,1,"Portafoglio, Inc. d/b/a O bag",,Burlington,unpaid_wages,,2017-01-27,,,,250.0,250.0
4a42ba63-4f1e-4c2e-b77b-90e12cc16c69,26ff9f49-6eec-4897-891f-f64c2f278a68,Massachusetts,1,"Mobile Services, LLC",,Taunton,unpaid_wages,,2017-01-27,,,,100.0,100.0
4e45e914-5de2-42c0-91a0-cddf78e86525,22a23c22-e29e-4bc2-9196-19be1d9d91e1,Massachusetts,1,"Asphalt Paving & Maintenance, Inc",,Monson,overtime,,2017-01-27,,,,495.35,495.35
c54b2e27-5fad-47f3-b56a-1579ed6dd668,7b278c3a-8ec5-4b22-a795-9ce5e6e43587,Massachusetts,1,"Asphalt Paving & Maintenance, Inc",,Monson,unpaid_wages,,2017-01-27,,,,4000.0,4000.0
a66df3a1-32ea-4e89-a0e2-f68959562b2b,db37af44-1873-43b0-80e0-aa88e2fa1b13,Massachusetts,1,"East Coast Fire & Ventilation, Inc.",,West Wareham,unpaid_wages,,2017-02-01,,,,1500.0,1500.0
1a282622-992a-428d-a521-153d3809422c,9da4ca8e-9114-4744-a0ce-4431573d8612,Massachusetts,1,JM's Painting Corp.,,Dedham,minimum_wage,,2017-02-01,,,,1046.45,1046.45
6615900d-2d2a-4cd3-a619-0610b25483df,e6f170a7-bf30-4cec-8a0e-1da19f7a9def,Massachusetts,1,"Collins Overhead Door, Inc.",,Everett,minimum_wage,,2017-02-01,,,,75969.0,75969.0
349fd578-9a09-451f-aac5-d99146068c75,45bf7e89-e9d2-43cc-a33c-44422f84ffcc,Massachusetts,1,"Douglas Donuts, LLC d/b/a Dunkin Donuts",,Douglas,sick_time,,2017-02-02,,,,2000.0,2000.0
d77bb9df-9ad8-49db-b9a2-ce317fa4f5b4,f9a6f9b8-56c6-457e-a5f0-fcbb6165973c,Massachusetts,1,"Douglas Donuts, LLC d/b/a Dunkin Donuts",,Douglas,unpaid_wages,,2017-02-02,,,,250.0,250.0
cd1a2594-a0c0-4074-a487-80ded60ae59e,e7c51d49-96fc-4c1d-86a2-ef17db07e22d,Massachusetts,1,"Plainville Gaming and Redevelopment, LLC d/b/a Plainridge Park Casino",,Plainville,unpaid_wages,,2017-02-02,,,,20133.19,20133.19
cf38cd9b-b8e6-4b8a-b868-1eaac36c5713,5f34daa7-fc82-4893-8b56-ed0ffa2234fb,Massachusetts,1,"Nurses R Us, Inc.",,Randolph,unpaid_wages,,2017-02-06,,,,15000.0,15000.0
b3a9aec8-6c15-48f5-8d6b-42db64efdbfa,daff7617-b95a-4048-af50-4f7a1cbc085e,Massachusetts,1,"Nurses R Us, Inc.",,Randolph,overtime,,2017-02-06,,,,10000.0,10000.0
17b7b82f-959a-4bc3-a61f-dac37780a17e,2f5764e4-0fde-4b9e-8615-4b3ce0616bc2,Massachusetts,1,"Nurses R Us, Inc.",,Randolph,sick_time,,2017-02-06,,,,5000.0,5000.0
ea29b42c-d1e8-494e-8b20-b087822b0d8b,c36fe514-d15e-44cd-9c6e-211ea673263b,Massachusetts,1,"AG Alliance Group, LLC d/b/a Mighty Mites",,"Salem, MA",unpaid_wages,,2017-02-07,,,,3280.0,3280.0
7f5fa3b8-b592-4a7c-98a9-7368e43cb95c,fdae02ce-6293-4803-8855-abd4b6e47cbe,Massachusetts,1,"Premier Landscaping, Inc.",,Randolph,overtime,,2017-02-07,,,,25480.0,25480.0
493adcfa-7baf-4413-b9a6-fdabbc074464,1c53bb9a-a00a-424f-97ef-8eb2233840f6,Massachusetts,1,"No. 8, LLC d/b/a No. 8 Kitchen & Spirits",,Boston,unpaid_wages,,2017-02-07,,,,4195.46,4195.46
d29d3f03-f280-4105-8ce4-12a7df5b43eb,ed014ab9-c06f-46a4-8ada-948b970f7fd0,Massachusetts,1,"BoOrlando, Inc dba Gia Ristorante Italiano",,Uxbridge,minimum_wage,,2017-02-08,,,,1555.25,1555.25
41cba3dc-a6ae-48b4-9019-569ac0409b1c,a9604d6e-b56f-4b23-9ab6-6fa42c8a1b75,Massachusetts,1,"BoOrlando, Inc dba Gia Ristorante Italiano",,Uxbridge,unpaid_wages,,2017-02-08,,,,1949.26,1949.26
21146d07-7d6d-4ff4-a770-4b9773da3bcf,fe1044f7-2d98-44c2-86c7-aba58e1ec940,Massachusetts,1,Seaport Hospitality Inc. dba M.J. O’Connor's Irish Pub,,Boston,sick_time,,2017-02-10,,,,498.0,498.0
e954e24e-0bd6-4cc3-8a88-55adaad91d4a,a318a3f4-a1dc-47d3-b196-e03da43e6e31,Massachusetts,1,"Nobuchi, Inc d/b/a Sushi by Yoshi",,Nantucket,unpaid_wages,,2017-02-14,,,,774.0,774.0
be87b890-d2f4-4d97-8156-3b8c5759271c,3cbb2bb0-53fc-410a-98ef-af447eb3b458,Massachusetts,1,"John A. Muise d/b/a Abel Security & Concierge, LLC a/k/a Abel Property Services",,Woburn,unpaid_wages,,2017-02-21,,,,1823.5,1823.5
5d24043b-3d9e-4bf0-9cf6-022a8901f91b,5799546b-1f52-4a49-9c7e-5a053f195429,Massachusetts,1,"John A. Muise d/b/a Abel Security & Concierge, LLC a/k/a Abel Property Services",,Woburn,overtime,,2017-02-21,,,,352.0,352.0
0b34ac5a-3737-4823-b670-3d19470538e0,e0a304a5-6198-42e5-9df1-9197b434e788,Massachusetts,1,"John A. Muise d/b/a Abel Security & Concierge, LLC a/k/a Abel Property Services",,Woburn,unpaid_wages,,2017-02-21,,,,1000.0,1000.0
47ffadb7-f5c7-4341-96f6-10721660b05a,de01e36f-f5f9-4df2-a864-a2b3b52277b0,Massachusetts,1,Jaragua Home Improvement,,Allston,unpaid_wages,,2017-02-21,,,,1720.0,1720.0
c414d048-b04a-42fb-aafd-6680eee71b97,856b0db3-b402-4c9a-b12d-5f37d3db67f4,Massachusetts,1,Jaragua Home Improvement,,Allston,overtime,,2017-02-21,,,,712.38,712.38
54350743-a4f3-44fd-a4b5-b82dd819c861,f2bcb6ac-0ed8-451b-a614-d638198ee7d4,Massachusetts,1,Cooperative for Human Services,,Lexington,unpaid_wages,,2017-02-24,,,,22064.27,22064.27
bb5a89cf-7627-4a5d-84a4-577ec5dbd0e3,d07f50b1-89a1-4411-921f-1dcbabde1b28,Massachusetts,1,Cooperative for Human Services,,Lexington,unpaid_wages,,2017-02-24,,,,1000.0,1000.0
99e43a6d-7ccc-43a9-8451-1328f2b57725,0e2b6c61-185e-49b4-a330-6c789d4cab70,Massachusetts,1,"Boston Total Sugar, Dedham Total Sugar, and Somerville Total Sugar dba Sugar Heaven ",,Chestnut Hill,sick_time,,2017-02-28,,,,7500.0,7500.0
944d44ce-e8af-4a91-a88f-950329ac2f52,a4d3b5f2-2b1d-4665-9c11-3000b522357d,Massachusetts,1,"Boston Total Sugar, Dedham Total Sugar, and Somerville Total Sugar dba Sugar Heaven ",,Chestnut Hill,overtime,,2017-02-28,,,,4722.46,4722.46
a65372b3-6465-405e-9080-66ad81e6e023,4d0dabc6-5ed6-4d10-bacf-7e396ff7db0f,Massachusetts,1,"Boston Total Sugar, Dedham Total Sugar, and Somerville Total Sugar dba Sugar Heaven ",,Chestnut Hill,unpaid_wages,,2017-02-28,,,,0.0,0.0
37003cf1-0c51-4e02-b00c-da2e07ffa313,ad106b91-6a25-49db-8a65-652121e84e61,Massachusetts,1,"D/B/A Tesoro Distributor,  Tesoro Supermarket, Inc.",,Everett,minimum_wage,,2017-02-28,,,,9332.5,9332.5
d26bc081-cd90-43bd-ac7c-96bedf0b9855,847ebe67-7b4f-4086-9a9a-d3d9f452b6fd,Massachusetts,1,"D/B/A Tesoro Distributor,  Tesoro Supermarket, Inc.",,Everett,overtime,,2017-02-28,,,,9890.51,9890.51
208b742d-56ac-45fb-9ba2-9ad0e8a34784,31cb0a02-6b8e-422f-8743-296bc4f0d9d2,Massachusetts,1,"U.S. Renal Care, Inc. ",,Plano,unpaid_wages,,2017-03-01,,,,3793.81,3793.81
2343c16e-f17f-4a9f-9264-f03739ce688f,a2167cc5-4b98-4548-b4a6-499da73a7e5e,Massachusetts,1,"Rock and Roll Day Care East Cambridge, LLC",,Cambridge,overtime,,2017-03-01,,,,1930.63,1930.63
66bafc84-a33d-44e2-a3b2-188608278f5f,20574ea8-8d3a-43b9-91ab-7a2aad813f67,Massachusetts,1,"Jim Pike Plastering, Inc.",,New Bedford,minimum_wage,,2017-03-01,,,,5932.32,5932.32
d48a7d75-c6dd-43a6-9152-1d71e2e8b61a,60a0458b-18a1-4592-87d8-ff50641bb82b,Massachusetts,1,Coastal Construction & Management Co.,,Brockton,minimum_wage,,2017-03-02,,,,4384.4,4384.4
ad6e1fff-2aba-4918-95b9-af1eafb23cff,519401ce-243b-4682-9eff-28715298e782,Massachusetts,1,Unwrapped Inc.,,Lowell,,,2017-03-03,,,,293170.0,293170.0
655938ad-e57a-4a27-9297-d3b10eef42db,3c3e5e7a-13a8-455c-b744-b85431ecd2cd,Massachusetts,1,"NJ Construction, Inc",,"Framingham, MA",unpaid_wages,,2017-03-06,,,,3960.0,3960.0
d085c384-29fc-4bd3-989a-abd2bdf9c1c1,620e57d7-57a5-4bcc-badd-e6b4ed9ac48d,Massachusetts,1,"All Luxury Limousine, Inc. d/b/a All Luxury Worldwide",,Coral Springs,minimum_wage,,2017-03-07,,,,117.54,117.54
9509b1a9-df36-4fcc-88b0-f5c4eff0de14,0cc335f8-29dc-43e3-926e-69040b7c3ef5,Massachusetts,1,"All Luxury Limousine, Inc. d/b/a All Luxury Worldwide",,Coral Springs,unpaid_wages,,2017-03-07,,,,1000.0,1000.0
9b2d4225-9083-4747-89ca-4099c9ff1203,5bd20e11-2e91-4755-93c9-3852f7b3959e,Massachusetts,1,"All Luxury Limousine, Inc. d/b/a All Luxury Worldwide",,Coral Springs,unpaid_wages,,2017-03-07,,,,500.0,500.0
b6a04d1e-36bb-43f6-b95a-f88539552cb4,977bf010-feb9-4726-a51d-39c28039b2ee,Massachusetts,1,All Done Construction,,Everett,unpaid_wages,,2017-03-08,,,,1024.0,1024.0
b038267f-8fdb-4fae-a4c0-10f5e70c5e5c,d52979a6-bc5f-4317-98c1-fe8c83467881,Massachusetts,1,Massachusetts Conference of the United Church of Christ dba Pilgrim Day Camp,,"Framingham, MA",minimum_wage,,2017-03-09,,,,20522.0,20522.0
2851ad50-5d4b-4b42-bc83-deb79c065ca1,e8154885-d2e9-4b8c-9a89-abad6fbc97fe,Massachusetts,1,"AugusteGlobal, Inc. D/B/A HomePlus Cleaning",,Tyngsboro,unpaid_wages,,2017-03-09,,,,1786.25,1786.25
b42cbafe-48e0-467a-a9b7-64cc73890f98,9f347920-a2c0-43e4-9f6e-77be263ec20d,Massachusetts,1,"Blossom Station Child Care Center of Acton, Inc.",,"Acton, Ma",unpaid_wages,,2017-03-10,,,,1211.99,1211.99
02c7277b-68b5-4ad6-9772-d63bcf93e3e7,8d9e1c34-1dab-490d-a96f-22ac92775de7,Massachusetts,1,"Blossom Station Child Care Center of Acton, Inc.",,"Acton, Ma",minimum_wage,,2017-03-10,,,,250.0,250.0
bd6eb406-ecde-4407-a7df-e1e9494c7bc6,1fe8a4cd-a3a5-436c-90c3-9a948fbe17f0,Massachusetts,1,"Ventura Baking Corp., ANJO Donuts, LLC, JAR Ventura Corp.",,Danvers,sick_time,,2017-03-13,,,,2407.36,2407.36
1bd847ba-705e-44ea-9ce7-e0933e645857,480d097d-f0a2-4b5d-8cbe-8161e87a1172,Massachusetts,1,"USA Management, LLC",,Roswell,unpaid_wages,,2017-03-13,,,,300.0,300.0
699b4dad-3a5c-4101-a0d1-4d93a61661ef,7dd4483b-2b8b-4a08-8e9b-a861ce3b555e,Massachusetts,1,"Ember Pizza, Inc. D/B/A Ember Coal Fired Pizza and Wings",,Harwichport,unpaid_wages,,2017-03-13,,,,380.0,380.0
f22899a5-65b8-4ae6-a26a-01d04a86ee0c,9b130275-0b44-471a-8726-37f8b14d92a1,Massachusetts,1,Cotank LLC d/b/a Pizza Works,,Pittsfield,minimum_wage,,2017-03-15,,,,1601.5,1601.5
9ff000b2-d673-49a9-9f6f-d56bf77e6c34,cb7ef402-768d-48a9-a374-8d9e471a6445,Massachusetts,1,"Quality Floor Installers, Inc.",,Worcester,unpaid_wages,,2017-03-17,,,,1550.0,1550.0
89224bec-5161-4fb7-bb32-7a1517ead28e,c95c847c-398a-4b01-876d-0a765ca34154,Massachusetts,1,"Paolina Corporation, Inc. d/b/a La Galleria 33",,Boston,minimum_wage,,2017-03-17,,,,2018.68,2018.68
2f6f83ef-df8d-430f-8a5a-b25c1e125ca3,ca783c23-f36c-44dd-9b0a-1c2095948036,Massachusetts,1,"Salt & Pepper Associates, Inc.",,Ludlow,tips,,2017-03-21,,,,24907.68,24907.68
741fcf68-e23a-4057-9791-eb10c439130d,70c586d2-2693-479b-b34a-b67e1280cd0d,Massachusetts,1,"Morrison Management Specialists, Inc.",,Sandy Springs,unpaid_wages,,2017-03-21,,,,64174.24,64174.24
53b4743c-d038-425f-96fd-07fb095fd641,7fa6191d-7e61-416d-b8ca-f813fd4e5cf4,Massachusetts,1,"Bachata Rosa, Inc.",,Chelsea,minimum_wage,,2017-03-21,,,,8589.0,8589.0
5bd02621-585f-4674-bc0e-4be47d369dae,088c2cd1-73ba-4474-a03e-af092b6ccd4d,Massachusetts,1,"Sanvadakags, Inc. , Papa John's Pizza",,Streetsboro,unpaid_wages,,2017-03-27,,,,4601.139999999999,4601.139999999999
0f2b0d9f-3c3b-4563-8e9b-3a1f10a07fdc,ef1fee7a-6d3f-441f-a0ef-97028b79b060,Massachusetts,1,"Forever Paws Animal Shelter, Inc.",,Fall River,unpaid_wages,,2017-03-27,,,,1755.44,1755.44
8edac8e8-c7a3-4232-92aa-047ddc0aae18,a2a5dff4-93d5-44e6-8831-3274c9037dc7,Massachusetts,1,"Forever Paws Animal Shelter, Inc.",,Fall River,overtime,,2017-03-27,,,,8102.67,8102.67
0bb7058b-303c-4c2c-9f67-6292fd269809,b009e767-9f00-4ec7-ac16-32d12c72af80,Massachusetts,1,Arts Towing Incorporated,,Milford,overtime,,2017-03-31,,,,2051.0,2051.0
2ec4e383-e764-4d01-9cbc-660aedf88a7a,9ba18653-30d3-49d6-a3c7-b09ada8da336,Massachusetts,1,"Foye & Letendre Landscaping, Inc.",,Quincy,minimum_wage,,2017-03-31,,,,31084.18,31084.18
a7bbf00d-8c46-4317-a8b2-4dbb750722e1,7d141faf-023b-4973-8b4a-80a518d6ec05,Massachusetts,1,"Green Paradise Landscaping, Inc.",,Shrewsbury,overtime,,2017-04-03,,,,26637.0,26637.0
e49c2bd8-0bad-4e92-875b-6f13896807d4,016c2469-c56b-438c-9053-7dfb0dfa1a97,Massachusetts,1,"Green Paradise Landscaping, Inc.",,Shrewsbury,unpaid_wages,,2017-04-03,,,,4500.0,4500.0
2770fd21-1ed2-4aec-a652-72b91f8da544,c793bee3-aa96-4dd0-ab3d-8d232f825d28,Massachusetts,1,"Kings Bowl of America, LLC d/b/a Kings Boston",,Boston,unpaid_wages,,2017-04-03,,,,1500.0,1500.0
bbe5710e-eee2-4c1e-9080-5f4d9df2cdaa,801b7b6b-c08d-4290-a820-f175dc0b5e10,Massachusetts,1,"R & A Drywall, LLC",,Lawrence,minimum_wage,,2017-04-10,,,,44707.27,44707.27
70ba78ad-c3f2-43e4-9efa-2e9c03b9de3f,9735b2af-a2da-49aa-8eeb-04b2d70496c0,Massachusetts,1,"R & A Drywall, LLC",,Lawrence,minimum_wage,,2017-04-10,,,,2414.39,2414.39
7518a283-bad8-4036-a8bb-85a0d4f3fd6c,cc23fb51-8fb9-4284-af56-cdd953a96906,Massachusetts,1,"R & A Drywall, LLC",,Lawrence,overtime,,2017-04-10,,,,8039.17,8039.17
34d15237-129f-4dff-a19a-13a16c04629f,9398bed4-3f53-4fe0-870a-f86613a10941,Massachusetts,1,"R & A Drywall, LLC",,Lawrence,overtime,,2017-04-10,,,,2398.77,2398.77
f3bd0d01-f45f-4ffe-b00c-a6b6efb3a175,e8a9864d-fe6f-4cb2-b7bc-d6f8a9a10058,Massachusetts,1,"Best Choice Cleaners, Inc.",,Taunton,overtime,,2017-04-10,,,,85282.4,85282.4
d01d71c4-fc2c-43b9-b2fc-36776e6a9daa,67867f01-21bb-440c-ad20-4c4d494128fa,Massachusetts,1,Ronan Jarvis,,Milton,minimum_wage,,2017-04-12,,,,302553.14,302553.14
7aca814b-f271-4a6b-9f6a-d39cbced82b5,26be3ca7-7d71-4e95-8d40-4cab444454c6,Massachusetts,1,"E&T Auto Body, Inc.",,Waltham,unpaid_wages,,2017-04-18,,,,1750.0,1750.0
ab61c554-003f-4d89-8b5f-a6de6a8d1a71,cae7c9bb-f15e-4c6a-a4ba-b423cdadeed3,Massachusetts,1,SKS Construction LLC,,Worcester,unpaid_wages,,2017-04-20,,,,1872.0,1872.0
e1f6d839-c24a-4c7b-a0f5-49591d9265ac,ec28d19e-0972-4ff4-8a16-0578fe0746b5,Massachusetts,1,"M.Y.S.J. Inc., d/b/a Yogurt City",,Chicopee,minimum_wage,,2017-04-20,,,,129.68,129.68
3b92e52d-3b64-44bd-8c1c-f2a73650f0fb,3f6fc4f6-13c4-4798-9c16-12a1365198d2,Massachusetts,1,Douglas Marketing Corporation,,North Attleboro,sick_time,,2017-04-21,,,,400.0,400.0
1e853f73-9c77-4089-9397-93142b6fdc10,cd183215-6887-4792-8487-c36fa3db0028,Massachusetts,1,"Sandelswood, LLC dba The Maids",,Medfield,unpaid_wages,,2017-04-25,,,,17999.67,17999.67
199ed1dc-97d0-4aaf-b289-0ba1ef9b8dc8,c0c13799-bc8c-4d15-925e-61357c130858,Massachusetts,1,"Danco Management, Inc",,Peabody,minimum_wage,,2017-04-28,,,,263812.75,263812.75
9ea66b4b-3325-4d10-9548-33b989a91ac3,d7c00365-babb-476e-9c1a-2930cb0af6c3,Massachusetts,1,"Danco Management, Inc",,Peabody,unpaid_wages,,2017-04-28,,,,7500.0,7500.0
2f77160c-8904-4290-856c-d72758d7d2ba,47718073-41a4-41bb-91c4-9ca17d2da2af,Massachusetts,1,"Claymax II, LLC, d/b/a Dunkin Donuts",,Seekonk,sick_time,,2017-05-02,,,,4299.93,4299.93
5fa2bde6-fbca-44b1-ae36-884668b621bb,8a40ed6c-07c0-4f14-8c12-5c1132962e90,Massachusetts,1,"Unified Doers Group, LLC",,Washington,unpaid_wages,,2017-05-02,,,,52479.46,52479.46
264dd616-cb8f-4f33-adfe-0077df4d8872,74bbf576-b0e1-4787-b277-eab080f9cee2,Massachusetts,1,"Unified Doers Group, LLC",,Washington,unpaid_wages,,2017-05-02,,,,10000.0,10000.0
217a703d-9f8b-4b36-895d-8222db6f248b,4ffb41af-1f13-4301-8f7d-5ecbe3193624,Massachusetts,1,"Unified Doers Group, LLC",,Washington,minimum_wage,,2017-05-02,,,,61725.13,61725.13
4295a5e0-8f39-473c-8e10-a6d6db2396b4,6663d626-391a-4589-ae7d-fab77773bd6c,Massachusetts,1,Dr. Deegan's Inc.,,Chicopee,minimum_wage,,2017-05-02,,,,19544.1,19544.1
fd949696-4387-4414-b180-133c1c5a8597,3c03b9aa-fb7a-43c9-b428-754b1e83ef4a,Massachusetts,1,"Andover Town Market, LLC",,Andover,overtime,,2017-05-04,,,,330.32,330.32
863869e5-1303-4449-9e95-5bcdb2a0b999,aae9ecd0-c630-4c47-bb23-6e171784ded0,Massachusetts,1,"JJ Restaurant, Inc d/b/a Dynasty Gourmet",,Easthampton,sick_time,,2017-05-04,,,,1000.0,1000.0
950333f2-e060-491c-bff3-401511661cc6,ad01feba-ac3a-46fb-99ec-f1c67765d4f7,Massachusetts,1,"JJ Restaurant, Inc d/b/a Dynasty Gourmet",,Easthampton,unpaid_wages,,2017-05-04,,,,500.0,500.0
e5e54405-2589-4709-b3a8-62d65153f672,0a730fa3-4695-4043-9777-7715f86cb2aa,Massachusetts,1,"Hawkeye Hospitality, Inc / SDH Associates Corp.",,Somerville,minimum_wage,,2017-05-09,,,,5371.69,5371.69
