case_uuid,violation_uuid,state_name,citation_sequence,employer_name,employer_dba_name,employer_city,violation_category,case_status,date_opened,date_paid,date_closed,amount_claimed,amount_assessed,amount_paid
16ace366-b8c5-415e-9780-5e9af1da8e3c,25b12300-196d-4b9e-8975-a76a421fb613,South Carolina,1,S4T Group,,,,closed,2013-07-11,,2013-10-29,,,
1b51169d-061f-4359-9644-5a5b64a96de0,07d88651-45cf-4150-98d4-e4e38efb97d2,South Carolina,1,"Gents Barber Spa, LLC",,,,closed,2013-07-15,,2013-08-16,,,
337d17bc-5ca7-4979-9ee9-9f9de7ee8394,1919f38d-ef66-4edc-8ba8-65699955c7ab,South Carolina,1,LCAA,,,,closed,2013-07-16,,2013-08-28,,,
eef1e409-3d0b-4887-bb58-8f327b8d3042,0e51bd0f-da72-4d3e-a347-5f033001fb90,South Carolina,1,"Sumter Utilities, Inc.",,,,closed,2013-07-09,,2013-08-08,,,
5b0c2548-062c-411c-a227-b739ca2655b1,7b560ad2-5268-4daf-8c91-ee9fcc8a8d50,South Carolina,1,Super 8 Motel,,,,closed,2013-08-14,,2013-12-02,,,
52e96aa8-603a-4e86-9a70-eaac164cbfb1,53464c94-1af8-486c-9a04-1d2445a1eaa4,South Carolina,1,Black Bean Company,,,,closed,2013-07-10,,2013-08-06,,,
9d7aad1b-0ffe-4bfb-92f2-cd81669e7f3c,cca382ab-94d5-4e3a-a85f-88623b1d087f,South Carolina,1,Gravy,,,,closed,2013-07-15,,2013-11-25,,,
903c1a83-fedf-40e6-850f-4c39702d72fd,48998b2e-276f-4fc0-aa71-8b350641879b,South Carolina,1,Image,,,,closed,2013-07-17,,2013-08-26,,,
bf08ac6f-45ea-47af-ae38-63ca2dbb268e,a2281177-3db2-4503-836e-93ccb92defdb,South Carolina,1,Strand Development Company,,,,closed,2013-07-09,,2013-08-16,,,
93dc739f-2d97-4784-94a9-6add96a69d6b,4f350327-5ac0-4423-91fe-6782f280c8bc,South Carolina,1,Dealer Online Marketing,,,unpaid_wages,closed,2013-01-15,,2013-02-21,,692.73,100.0
e682e636-f9ed-45ac-87af-f518398d2f5b,e9c7fd78-a91e-4541-bd2a-83f1eddc722a,South Carolina,1,Bruce and Rickie Johnson Cleaning Service,,,,closed,2013-07-15,,2013-11-05,,,
8d7b3224-cc4f-4914-9409-ba19fe0217e3,aadc5338-7a30-483b-9c9e-c2c30d489124,South Carolina,1,Bruce and Rickie Johnson Cleaning Service,,,,closed,2013-07-15,,2013-11-12,,,
a9e76c55-e76e-4b65-a3ed-a400dd5855ff,93c653ef-823a-4c87-85b7-2590fde40b92,South Carolina,1,Hilton Head Preparatory School,,,unpaid_wages,closed,2013-07-10,,2013-09-13,,9100.0,100.0
8b0d294f-6405-49d2-a770-b9d9c73d4f12,3c0c9fb9-213e-4643-96dc-57ddf92cb8f8,South Carolina,1,PPI,,,unpaid_wages,closed,2013-07-12,,2013-10-22,,25.4,100.0
af514311-e8fb-4c60-94ad-90b0e3655ba2,47c9a6b0-1a85-47f1-a42d-b8a8c88fb225,South Carolina,1,WC Construction,,,unpaid_wages,closed,2013-07-15,,2013-07-24,,576.0,100.0
7697f1bb-a30b-4eff-9d81-dfe69fb13176,b0e1c928-0e6d-44ab-8984-cfb07092390e,South Carolina,1,CBAK inc.,,,,closed,2013-07-18,,2013-10-22,,,
706c228c-42dd-4e29-9608-8efb5dda1ef9,73a3f815-f206-4143-8098-173a3bd947a5,South Carolina,1,Allen University,,,,closed,2013-07-15,,2013-08-22,,,
e1c92d3c-eae0-472d-aa7c-3791340b8c12,728db684-0b7c-47db-85d5-dbd32e8fe805,South Carolina,1,Green Earth Inc.,,,unpaid_wages,closed,2013-07-19,,2013-08-16,,68.0,100.0
31f53730-0a86-4652-bc4e-188429a50aa8,1fa1867e-e37f-45f9-a118-1d5384ed8496,South Carolina,1,"T.E. Smith Transport & Logistics, Ltd.",,,,closed,2013-07-16,,2013-08-16,,,
9c20c398-edad-4854-a70c-539841522b89,4b261e08-6778-4362-987c-9bf572aa7288,South Carolina,1,Coastal Gastroenterology & Hepatology,,,,closed,2013-07-19,,2013-07-31,,,
93dcb1eb-a72d-4125-9853-56be358510bf,9dd0fedb-77f6-4c26-98b2-2088161ddfcf,South Carolina,1,Sure Load Moving,,,,closed,2013-01-17,,2013-02-14,,,
9d02c26b-f973-4d74-a8d6-2086829b4d37,b1af33e1-6210-4452-92f2-0aa4a9fe5793,South Carolina,1,4ever Kidz Summer Camp,,,unpaid_wages,closed,2013-07-18,,2013-08-05,,609.0,0.0
0a67134d-a6ed-4215-942e-1858899e812f,2414864e-2e48-4c87-8c29-2366c65e3f78,South Carolina,1,Liquid Highway Car Wash,,,,closed,2013-07-18,,2013-08-05,,,
e992dfea-18b2-48ca-8fdb-cad4c7d2f3f7,3ac0a8da-9d0e-4281-8e84-40e3dab6dd77,South Carolina,1,C.A.O.T.T.I.,,,unpaid_wages,closed,2013-07-17,,2013-08-05,,383.81,100.0
390a3ba7-1c9e-4822-90d1-883966a545c3,bd505a1f-33d2-4bce-a129-90332d506595,South Carolina,1,Marion Nursing Center,,,unpaid_wages,closed,2013-07-19,,2013-08-05,,1005.9,0.0
62bebaea-46f3-466d-a941-3d1630df9f86,8f487840-d7bc-4ec7-a404-cc40d539e2ea,South Carolina,1,Food Lion,,,,closed,2013-07-19,,2013-08-13,,,
071e3722-891e-4a61-b795-886216ee7b9b,5c823a44-9a4f-4055-90b7-b86a017a645e,South Carolina,1,"PIC Productivity Improvement, Inc",,,,closed,2013-01-14,,2013-03-06,,,
871639c8-4faa-456c-acaa-bd51e96960b6,9ef059f2-dedd-4b1f-aa23-1a5c29c838a2,South Carolina,1,The Greenville News,,,,closed,2013-07-22,,2013-12-09,,,
a75771a3-70b9-4d36-8be9-f0b1978051d8,69070f96-819c-4164-bc93-9d133febeec8,South Carolina,1,"Aide, Inc.",,,,closed,2013-07-22,,2013-08-08,,,
79ef68c3-fe68-4d96-87ea-7331b36322a9,f177ced2-05c4-4865-8082-6b706845dfab,South Carolina,1,First Choice Cash Advance,,,,closed,2013-07-22,,2013-09-13,,,
9d36007a-e978-4de1-8994-b3d7f06b4eb4,8e60b931-74cb-4da2-ab82-4389c6abdcb9,South Carolina,1,Bethel Learning Centers,,,unpaid_wages,closed,2013-07-22,,2013-09-27,,264.0,100.0
12256ae8-3bd4-4dbc-81b9-a247193cb505,8697193a-f401-483e-b42f-ff8f6088723e,South Carolina,1,Power By Designs Construction LLC,,,,closed,2013-07-22,,2013-10-30,,,
8223bd25-88f7-43d8-9d2a-c8c4333b3ebb,91395671-54a1-4346-9744-7addf24dbee7,South Carolina,1,"Coastal Air Technologies, Inc.",,,unpaid_wages,closed,2013-07-22,,2013-08-21,,527.0,200.0
67b2110a-f998-4a43-8a2c-415cdd8c627f,570f721b-4ea0-459e-84d1-df6e3071b6dd,South Carolina,1,"R.J. Palmer & Associates, Inc.",,,,closed,2013-07-24,,2013-08-30,,,
56d9d9a5-ae64-4295-9dfe-0883e5db8b98,3283a4e0-4f80-4820-8e73-285eb3f7fb2e,South Carolina,1,Sadis,,,,closed,2013-07-23,,2013-08-08,,,
4791fbfe-bb1a-4b9c-bea6-194bba0a525a,4a455adc-0716-4299-9386-a789a0542d29,South Carolina,1,Flowers Bakery of Morristown,,,,closed,2013-01-17,,2013-02-22,,,
8fb30129-d289-478d-a30f-57dd343f2926,8f605016-c8b8-4d77-b108-e7c4b6f02c56,South Carolina,1,Associated Parcel Service,,,,closed,2013-07-17,,2013-08-28,,,
96c372e4-45a2-4e06-9691-e69dc18b422a,621ca6bb-0351-42a4-8cfc-879c501fad4d,South Carolina,1,Axiom CEMS,,,unpaid_wages,closed,2013-07-23,,2013-09-11,,295.31,0.0
6842b4d9-ce20-4aab-9a1f-17778e745412,d5d95c12-9e28-4166-a288-ffa9ab7acb90,South Carolina,1,"Clean Freaks Cleaning Company, LLC",,,unpaid_wages,closed,2013-07-22,,2013-10-25,,60.0,100.0
28426365-0cd5-4465-a6ec-3e2271faf6bf,b04a6598-cbe8-4a94-aea0-2b546fb2cea5,South Carolina,1,Industrial Recovery N Recycling,,,,closed,2013-07-24,,2013-08-16,,,
c132b75f-761b-4ae8-b931-5dda76d0e605,fb4fc832-7719-4c02-b97d-53105586e107,South Carolina,1,Carolina Salon,,,,closed,2013-07-24,,2013-08-16,,,
f3695d2a-c2fa-45d4-aa0c-aa2e3becb716,02579de0-4e51-400d-8223-1d5ad0fed654,South Carolina,1,Carpet Pro,,,,closed,2013-07-23,,2013-08-07,,,
41b69ac2-c3ba-48a5-8469-27d1c81e9b35,499ffc93-780c-4877-93b7-15945fb0b84a,South Carolina,1,"Kentco Heating & Cooling, LLC",,,unpaid_wages,closed,2013-07-23,,2013-09-12,,58.0,100.0
ceb75718-afcd-40e1-9fd5-464397c1900f,c566db4c-3a7b-427b-9c70-5f14fb1b7244,South Carolina,1,4ever Kidz Summer Camp,,,unpaid_wages,closed,2013-07-26,,2013-08-28,,397.0,0.0
a1af749c-1da6-4db5-8655-1b8772f1b605,11ad3f46-d91c-4059-be1a-77c39d74cdd7,South Carolina,1,Carolina Rides,,,unpaid_wages,closed,2013-01-17,,2013-04-12,,1180.0,200.0
549a9995-3ca4-4422-8e52-65c4ff163bae,5c8e884e-8ee9-4d19-8794-2d557c980c8f,South Carolina,1,"R.J. Palmer & Associates, Inc.",,,,closed,2013-07-25,,2013-09-18,,,
bac91f81-a499-417c-9221-c7c13ff14f09,95529dc7-0aa6-4bc5-b3c0-033c1845d682,South Carolina,1,TFE - Adidas,,,,closed,2013-07-29,,2013-08-26,,,
20cb026d-8e22-4f8e-97e9-8f1128844ab5,81bb69ca-acd4-4f22-98cd-bd4e272d82f9,South Carolina,1,Student Painters,,,unpaid_wages,closed,2013-07-30,,2013-09-26,,500.0,200.0
c3e3a1e2-7485-4504-9513-5efd52e676f8,b6ac251d-a6d8-4714-b74e-a44599431e2b,South Carolina,1,Student Painters,,,unpaid_wages,closed,2013-07-30,,2013-09-25,,750.0,200.0
95555194-7469-44f6-b444-9098a73b87f4,2502684f-74e3-44ed-8623-ef9b23fe6d9b,South Carolina,1,"Supremes, LLC",,,unpaid_wages,closed,2013-07-31,,2013-07-21,,1950.0,0.0
c1d94ab5-962f-42e7-abb1-e747a5b3e872,bced08c4-03b9-4f05-b152-cca1cc0ccb5e,South Carolina,1,Baxleys Fine Dining & Sea Food,,,,closed,2013-07-26,,2013-09-10,,,
7bfdf394-ba3c-44b4-bc31-1710d418ae20,2460ecfa-1d94-46e5-b205-2bbf732e3cc6,South Carolina,1,LANCASTER MOTOR COMPANY,,,,closed,2013-07-26,,2013-12-01,,,
20d01963-4fa0-4982-829a-af9acffbed3b,2f2b4808-9911-4f55-b26a-d419088c754e,South Carolina,1,Magnolia Manor of Columbia,,,,closed,2013-07-29,,2013-08-28,,,
68e4e408-be29-43c6-9099-6ecfb89239c3,99a59bc2-8d0e-4487-b197-e03ba2fc4644,South Carolina,1,Commercial Interior Solutions,,,,closed,2013-07-25,,2013-11-25,,,
b46652a5-e040-4dde-95b1-42cb417fe802,ef2f3eaf-54d4-4a04-b644-d8d0ac5c115a,South Carolina,1,CT's Grill,,,,closed,2013-07-25,,2013-10-31,,,
c8d9e127-7d4f-4c3c-96f8-6b6ddf799018,243a5642-e6e8-4e24-bdc7-2ec65b04889c,South Carolina,1,Fogal Heating and Air,,,,closed,2013-01-17,,2013-04-05,,,
24df0071-a571-47e4-abfb-5e5b3a5bf1b6,82eaa631-0636-44e6-b42f-24d0251e50b2,South Carolina,1,McDonalds,,,,closed,2013-07-25,,2013-11-25,,,
ac88ea12-304a-446f-99cc-b45a71db2d46,ff3e61bc-eb9c-4de5-acb0-fcc4fb292695,South Carolina,1,ATL Express,,,,closed,2013-07-31,,2013-08-28,,,
f50048e7-32a2-42f3-98de-21d37a0d90f6,cb72e28b-e00d-435e-9612-022790f97e1c,South Carolina,1,Biowatch Medical Inc.,,,,closed,2013-07-30,,2013-12-20,,,
c45dd502-f0d6-46bc-9f0f-538f7b8b7bb3,a6983e98-ca9c-4795-b9e1-adafd1c5fabf,South Carolina,1,Hooligans Ice Cream & Deli,,,unpaid_wages,closed,2013-07-25,,2013-09-26,,694.0,0.0
22012c7a-36fd-4272-8cd4-8af499415f40,1dc2a3a9-89da-4b16-b0fe-9bf02d69a44a,South Carolina,1,"Real Health, LLC",,,,closed,2013-07-26,,2013-10-31,,,
5b9e87de-80e2-498f-9abb-399bec56a28c,49183ac9-8e2e-4271-ae2a-83df3beffb63,South Carolina,1,Associated Parcel Service,,,unpaid_wages,closed,2013-07-25,,2013-08-16,,1248.0,100.0
e92a05e5-0e4c-4f82-93c9-cfe39695fa95,f3dd1a28-e8ef-4cb1-a1e6-d5387c4719b3,South Carolina,1,A-PMCS Inc.,,,,closed,2013-07-29,,2013-09-12,,,
82b8ad6b-e0f3-46c1-865c-63a051253c1c,8aa6ec91-75f1-49d3-90e8-d38ee759455e,South Carolina,1,Waffle House,,,,closed,2013-07-29,,2013-09-19,,,
8eda119e-8836-41cb-920c-230bfa27c199,0341f53b-cc07-4bd3-951b-e52f8cec3fd0,South Carolina,1,Coastal Fusion Allstars,,,,closed,2013-07-30,,2013-08-22,,,
b4e82b64-e408-4549-b8cf-236eb125aa44,62b341a1-c96b-4fb4-86c5-01c85278ec79,South Carolina,1,Church's Chicken,,,,closed,2013-07-29,,2013-08-16,,,
82ac499a-953b-41eb-b8df-bc11753bbfee,57ac54fd-e077-458b-af38-722b38494d59,South Carolina,1,Eco-Fitness,,,,closed,2013-01-14,,2013-02-12,,,
364a3dfd-39d7-4271-ba5c-a880704b72af,5768347f-9470-4bd5-aa93-03cfdc99097f,South Carolina,1,VBW Hauling,,,unpaid_wages,closed,2013-07-29,,2013-09-26,,130.0,0.0
1fc54ff2-d9a5-4acf-88e8-321b209c9193,54494663-4e37-4006-837d-f1283d1427d1,South Carolina,1,Sadie's,,,,closed,2013-07-29,,2013-08-16,,,
68ba5021-59ff-4434-a64a-6108084b0b8b,ede88312-f45a-4589-9fc0-0133bc5b5cea,South Carolina,1,Wentworth Property Management/First Service Reside,,,,closed,2013-07-31,,2013-08-28,,,
cb96552f-8e6e-47b0-8b11-c60403e1469f,97650e90-08b2-443c-8920-dbfc65645255,South Carolina,1,TranTech Radiator Products,,,,closed,2013-07-31,,2013-09-10,,,
ba5f1dc5-06ed-40eb-9f4e-e45548c166b0,6569c378-8a65-43ae-a8ca-8aaf1c163277,South Carolina,1,4ever Kidz Summer Camp,,,unpaid_wages,closed,2013-07-31,,2013-08-28,,582.0,0.0
bfbfa82d-b402-4412-91d8-0e191c1d24d4,726cac74-aba0-4408-8586-c4e757fdc19b,South Carolina,1,Supremes LLC,,,unpaid_wages,closed,2013-07-31,,2013-09-13,,1076.0,0.0
ec02e977-c307-4a0e-82cf-96caf811153f,3208bd14-c041-4ee2-a9e3-c790a6fb65b6,South Carolina,1,"Boyz of Gospel, Inc.",,,,closed,2013-07-31,,2013-09-18,,,
430dc7fa-4e19-48e8-8742-c1cdd64cf37c,afba9373-bd94-4900-b3ec-c9561e0dff59,South Carolina,1,Timber Treatment Technologies,,,,closed,2013-08-01,,2013-08-30,,,
216a41a5-a6a7-4184-8eaa-36e0a34304a0,83bd66e7-d743-480d-9c7f-435e460e47ed,South Carolina,1,Tony's Restaurant,,,unpaid_wages,closed,2013-08-01,,2013-10-25,,324.0,100.0
24071e82-0198-448f-bc44-659ece791040,0ddd7933-ad58-4eb3-ba8b-80a25877cc0d,South Carolina,1,Home Pest Control Company,,,,closed,2013-08-01,,2013-08-21,,,
c097dd67-b6db-4976-8fd9-cdb0089e94bb,17f92ea1-67f6-4880-9a15-3d421d1b26c4,South Carolina,1,GLC Drywall,,,,closed,2013-01-14,,2013-03-27,,,
d13a4220-f591-45fe-9cba-a1c73b60e60d,4ad015cb-a735-4c24-b0a4-4ff95aef8556,South Carolina,1,"Anchor Mortgage, LLC",,,,closed,2013-08-01,,2013-08-23,,,
f95aadfd-0d97-4b4f-bd19-994199ccde2e,5ba870a3-a055-4754-8c02-b238c49d643c,South Carolina,1,Given Imaging,,,,closed,2013-08-02,,2013-09-27,,,
5c5db112-463a-461e-91c3-d92625ee5d09,ab409d83-ca52-4af4-87b1-ccea9176edee,South Carolina,1,All Service of Myrtle Beach,,,unpaid_wages,closed,2013-08-02,,2013-09-18,,45.0,40.0
d6dd4f66-acc5-417e-be93-37f389e5ea8c,745a73f3-3864-406e-983b-39d50165de17,South Carolina,1,"Roe's Burgers, Chicken, Salads",,,,closed,2013-08-06,,2013-08-23,,,
d0e75a51-7761-4994-9db3-ec6079c2aa48,30ab0a86-067e-40e1-a592-01c5d6385129,South Carolina,1,Brownswood Nursery,,,,closed,2013-08-05,,2013-12-30,,,
2f60ae41-fdd3-4e62-b1d9-f09b0f78e796,b80b4970-3925-4601-9244-007088cf18ab,South Carolina,1,Imports Plus of Aiken,,,,closed,2013-08-06,,2013-08-28,,,
97b0e98e-6edb-48f6-8108-4b5c8b8ecda1,c06360a7-7319-4ae7-a6ff-1d6031df8f17,South Carolina,1,Coe Masonry,,,,closed,2013-08-06,,2013-12-03,,,
1f6fb4d5-bd8d-4c68-9ad3-e98ba2f8556c,0c01eedd-301d-4bad-b5fb-a393dd021b6f,South Carolina,1,Mudbones Swamp Shack,,,unpaid_wages,closed,2013-01-14,,2013-02-08,,1432.7,0.0
241c482f-bd0a-43e3-b54e-1f62be89910e,9e711377-e15d-4ffe-af77-56e392b7dbe8,South Carolina,1,Elite Pools & Spas,,,,closed,2013-08-09,,2013-12-09,,,
7f73c98d-263b-4382-b560-8e80e898cabb,a4663224-5930-4ffd-9a1e-b1adf701d5f5,South Carolina,1,Coastal Connections,,,,closed,2013-08-12,,2013-10-15,,,
c403a4d0-5147-4f65-a238-3c0c90ac0f74,79894f0d-cdf0-49a9-aaf7-87814c509b63,South Carolina,1,Strong Towes Communications Service,,,,closed,2013-08-12,,2013-12-20,,,
66d6d2d7-c6d1-4137-a1d5-0fb32c0a30d4,fde062a3-9e69-4a5f-b789-d03014625ae7,South Carolina,1,TSI Aerospace,,,,closed,2013-08-06,,2013-08-30,,,
af68ff82-481a-4047-8fa1-185a37c145c9,2e1c753c-e88a-4a62-b6b0-827f2139c143,South Carolina,1,"THI SC Mag P1 Greenville, LLC",,,,closed,2013-08-13,,2013-12-02,,,
b470071e-5d8b-4cc3-976c-6c8107ea9448,716de1da-7227-4bd9-a708-6b48fdf68863,South Carolina,1,FLIGHT DECK RESTAURANT,,,,closed,2013-08-11,,2013-10-15,,,
5c1c8ca4-4961-4b09-9e27-34e20bfcd1f8,cee7b70b-3643-4098-ae87-e40b1a076ba4,South Carolina,1,Dr. R. Joseph Healy,,,,closed,2013-08-07,,2013-10-22,,,
0bae562d-c553-4a57-a86d-7fe82f643083,f68e8a62-ec3c-41a9-b974-9a9c977666fd,South Carolina,1,Apogee Wireless,,,,closed,2013-08-09,,2013-09-17,,,
f4241c2c-dcc8-4313-b6d1-3e2a15591041,220f4e67-fec5-4bfe-9035-9972e494e4d2,South Carolina,1,Apogee Wireless,,,,closed,2013-08-09,,2013-09-13,,,
cd9d9b50-a36c-44d0-af7b-c6f96ceefd59,77ccffe1-b436-4bfb-836a-e0edb7a78209,South Carolina,1,Apogee Wireless,,,,closed,2013-08-09,,2013-09-17,,,
dabbaa7e-ff9b-4e17-a177-7705a8764bdf,24188eb1-bfa2-4799-966b-462a9056c2f3,South Carolina,1,Scoops Ice Cream,,,unpaid_wages,closed,2012-12-21,,2013-01-25,,132.94,200.0
2abcc677-e60d-476a-8fb8-46d638bae643,344184c8-e80b-405a-a27f-0a0d076ccff2,South Carolina,1,Elloree Truck Stop,,,,closed,2013-01-11,,2013-02-21,,,
535e447b-e38a-4f1e-98ec-d279325eb863,3ddcecf1-ba7b-4699-98fb-ee7bbd2ef0de,South Carolina,1,YMF Media of South Carolina,,,,closed,2013-08-09,,2013-09-11,,,
0f1abda3-3831-4cde-a4fd-e86472ea380e,a2f4ff07-409a-4897-bab3-797f6c3d1d1e,South Carolina,1,Guignard Animal Clinic,,,,closed,2013-08-09,,2013-08-30,,,
8971312a-f82a-43d5-ab96-d8d833230115,babe1acf-acf3-45a7-89ec-413d90d165a0,South Carolina,1,OP Source,,,,closed,2013-08-12,,2013-09-27,,,
e99308af-1345-4fde-ab77-f1ec5887d6c6,3f921066-09eb-45b9-8ed0-4640f6937e16,South Carolina,1,Compare Hygienic,,,,closed,2013-08-08,,2013-12-17,,,
d86d3d6c-ff13-4ba3-aa62-c57a502b24d6,ca2de7f0-0528-4c3f-8c8d-af5dd0b4d7c6,South Carolina,1,CL Grant 5,,,,closed,2013-08-13,,2013-09-17,,,
e64d87c1-fdeb-4fea-a6fa-6c1032ad32b9,c6413c6f-9709-4b3f-ab91-b0e38b877f69,South Carolina,1,Launch Sport Performance,,,,closed,2013-08-13,,2013-11-27,,,
d1bd9e48-feb7-42be-964f-7f01c6548f07,218b58f8-eb89-47f7-8e33-cebd5d85d0a8,South Carolina,1,Habitat for Humanity of Anderson,,,,closed,2013-08-08,,2013-10-09,,,
a99bbb53-ac77-449a-9eec-69a110126aa2,ff2b7239-fd88-4aa5-85f8-c41bf1028057,South Carolina,1,KA Diehl & Associates Inc.,,,,closed,2013-08-07,,2013-09-26,,,
149c9518-152a-467f-954e-b4bdf258151f,03ffc0c0-86be-4770-aa08-a9fb3f51a74e,South Carolina,1,Church's Chicken,,,,closed,2013-08-13,,2013-09-13,,,
c9da2cf1-d6aa-4056-94dd-92f163bc0cbb,4cee4cf0-30de-4284-a909-aa19ed046466,South Carolina,1,Renu Painting,,,unpaid_wages,closed,2013-08-06,,2013-09-18,,648.0,0.0
60250561-16ba-4f1d-8851-c3bd33b8cfb3,befe891d-2898-43e2-aed9-a633b6f3fa1c,South Carolina,1,"AJP Painting Solutions, LLC",,,,closed,2013-01-14,,2013-02-22,,,
5fa758d8-b1bd-4d77-a181-7f26f3cc7af0,8156537e-d5e8-43f8-a0e3-80c8e250551d,South Carolina,1,Draxlmair,,,unpaid_wages,closed,2013-08-09,,2013-10-25,,210.0,100.0
3d539942-71d8-4134-9a75-8119222cfeb8,ff96a6ad-eaaa-4fd4-ac25-987339d202d8,South Carolina,1,Southland Landscape Mgt.,,,,closed,2013-08-12,,2013-10-30,,,
e1d99da9-b3f9-4418-a16a-27099c38ff18,929204bd-dc96-487d-9561-f48e3165bc65,South Carolina,1,Carolina Event Staffing,,,,closed,2013-08-08,,2013-09-26,,,
c59ec25a-1102-466c-add7-17df0993c816,584434da-fd8b-41e8-b373-d85c11261d7b,South Carolina,1,Original Clock Drive-In,,,,closed,2013-08-08,,2013-09-18,,,
42f6f9f0-c01c-483b-938c-82099f7c97a1,a1386177-9753-4cbd-a10b-1372c51cd06b,South Carolina,1,"Alco Corporation, Inc.",,,,closed,2013-08-08,,2013-09-26,,,
c9b85884-7465-4163-b6aa-210cc70f47e3,1c3ea964-48b3-439d-9fd8-39489f572db9,South Carolina,1,Dellz Vibez,,,unpaid_wages,closed,2013-08-07,,2013-11-01,,647.43,0.0
742fe1de-9b27-4155-bdcf-b04b9d099c93,9636d7ab-bfe8-418a-ac45-e3208c476aae,South Carolina,1,Mr. Gene R. Slivka,,,,closed,2013-08-13,,2013-10-22,,,
dadfe183-74f5-45c7-bb9c-b58d65ac623f,eda18693-2f34-4406-a9d8-aab20cecf039,South Carolina,1,Just For Giggles,,,,closed,2013-08-08,,2013-11-26,,,
45c85d2a-47a6-4e8b-bcb0-51cc9de4ca1c,149efe39-a4ba-4be3-a2bf-b0ebd3cdf7e9,South Carolina,1,Jiffy Lube,,,unpaid_wages,closed,2013-08-08,,2013-10-22,,257.0,50.0
d0302efd-554b-4ec6-ae01-a67bba1ddde9,c9978c67-6cc9-4064-976d-43ed72e7389d,South Carolina,1,Law Office of Kim Anderson Ray,,,unpaid_wages,closed,2013-08-14,,2013-09-25,,935.0,0.0
ee056ea8-8eea-476a-986e-605295b9416f,9b0e2d3a-6732-489a-a25e-983a1750ea9c,South Carolina,1,Landmark Property Management,,,,closed,2013-01-17,,2013-02-25,,,
45455964-c0a2-4fa7-abfc-40439d59583a,95c25196-01bc-48a4-aeec-838040405936,South Carolina,1,Alston Wilkes Society,,,,closed,2013-08-14,,2013-10-24,,,
576f5ca5-72ae-47df-bded-7f47b57084ef,fbb4959b-8de5-4164-a2a0-c40c7b2cd1f8,South Carolina,1,Fehler Automotive,,,,closed,2013-08-14,,2013-10-31,,,
389b2c61-c054-4327-bff0-1f0c75b03d95,7d683ec0-f954-455f-acc6-89803a751cf8,South Carolina,1,Neil Jordans LLC,,,,closed,2013-08-15,,2013-09-09,,,
f25cb062-3112-45df-9bfa-98a0e5ac3036,a1c3d1ab-f42c-48ba-b403-cd00888e7605,South Carolina,1,Minoes Laundromat,,,,closed,2013-08-15,,2013-08-28,,,
b6d4e3a9-f402-4df7-b624-c8faa293e480,46be2372-f0ed-49f1-9840-345aef700859,South Carolina,1,Schooners Bar & Restaurant,,,unpaid_wages,closed,2013-08-16,,2013-10-14,,750.0,0.0
3e9892e9-474d-4dac-bc07-60a9565afd23,9701ffad-56cf-441c-bb94-9fd9b89d97e0,South Carolina,1,Coastal Buglar Alarm,,,,closed,2013-08-15,,2013-12-31,,,
0de559f3-eb79-4e61-af93-b2ea7e9b494f,f6257266-80d0-4bfb-8e2b-d4e321447609,South Carolina,1,ERMC2,,,unpaid_wages,closed,2013-08-19,,2013-09-13,,261.36,100.0
ab022c19-6966-4e1b-b5f6-c1a7b5c0cd28,6e9be018-5c67-4fa2-a01c-1af806501de2,South Carolina,1,"Ecoscapes Composites, Inc.",,,unpaid_wages,closed,2013-08-19,,2013-10-15,,2986.0,100.0
f91c6d9a-1ffd-4142-a007-51c034869d50,8faeca89-b001-46dc-8132-42339f4d56e8,South Carolina,1,Chivinny's LLC aka Pie Zano's,,,,closed,2013-08-19,,2013-12-18,,,
7cc652e6-f13c-4178-abd4-b01324e20ad9,1df1db7c-0cfa-485f-9153-d98380871581,South Carolina,1,Willie's Ice House,,,,closed,2013-08-16,,2013-08-30,,,
62668f1b-032a-43d0-944d-848b2dfafad8,540eb25e-5966-41c1-a9e5-21d0c868e01e,South Carolina,1,"Dry Lane Equip. Company, LLC",,,,closed,2013-08-16,,2013-12-18,,,
f4c2485b-74ad-4a22-a927-d2b4f348b9ab,3ea06793-b936-46b9-bab4-bba5df764094,South Carolina,1,Palmetto Ready Mix,,,,closed,2013-08-29,,2013-09-12,,,
fdf0db2b-6746-4c52-b534-c9ffa7224022,7912b197-8e3d-4ded-ba45-ab617c1c87c0,South Carolina,1,Crown Communities (SC Pillion),,,,closed,2013-08-19,,2013-11-26,,,
f5e8a87a-4a60-4c85-bb38-42fecd9bfe3c,d367ab16-31b3-489f-ac78-828c1dbadef2,South Carolina,1,Vital Care EMS,,,,closed,2013-08-21,,2013-09-11,,,
fd883b0b-e555-459f-9512-a82bc4ff5e58,c6253910-5135-471c-9f6f-3f1d93e499b7,South Carolina,1,Harbor Freight Tools,,,,closed,2013-08-21,,2013-11-22,,,
f8519c30-f5a0-4617-bd5a-56742bfef5f4,b4de4afa-f50a-4c20-8321-5267253a3915,South Carolina,1,Builders Wholesale Carpet,,,,closed,2013-08-22,,2013-09-13,,,
3cb8eef1-70aa-4156-a70a-5a189c81af15,ea0e75e3-27d4-4d35-a584-13b8a85555cf,South Carolina,1,Associated Parcel Service,,,,closed,2013-08-21,,2013-09-13,,,
e51fa37d-d18e-4a60-b51e-3aad4ed135b2,f3a30c56-5bb1-442c-8d6b-5575ab765805,South Carolina,1,Bethlehem Christian Academy,,,,closed,2013-08-21,,2013-09-26,,,
